timestamp,score,value,anomaly
0,0.0,1.506285313849246e-06,0.0
1,0.0,5.989477771007507e-06,0.0
2,0.0,1.1845568845990746e-05,0.0
3,0.0,6.854593125769768e-06,0.0
4,0.0,3.2236947568535858e-06,0.0
5,0.0,2.5130991735279616e-06,0.0
6,0.0,5.098218923489989e-06,0.0
7,0.0,1.3123984960028504e-05,0.0
8,0.0,1.1160935690881233e-05,0.0
9,0.0,9.510922877343954e-06,0.0
10,0.0,7.961053874790128e-06,0.0
11,0.0,8.414613010418552e-06,0.0
12,0.0,5.202850778546319e-06,0.0
13,0.0,9.25232821758957e-06,0.0
14,0.0,4.836968957031951e-06,0.0
15,0.0,5.604148124140328e-06,0.0
16,0.0,1.1038073974420292e-05,0.0
17,0.0,6.945005113161438e-07,0.0
18,0.0,6.410756288932682e-06,0.0
19,0.0,9.102337357899254e-06,0.0
20,0.0,1.026669242432001e-05,0.0
21,0.0,1.3646826134974452e-05,0.0
22,0.0,1.1638446395523215e-05,0.0
23,0.0,1.1220120548236852e-05,0.0
24,0.0,1.1197220810524752e-06,0.0
25,0.0,9.77978329783278e-06,0.0
26,0.0,7.603024584994531e-06,0.0
27,0.0,8.978765559905851e-06,0.0
28,0.0,1.0238181672214501e-05,0.0
29,0.0,3.7880101292995394e-06,0.0
30,0.0,4.000193651569121e-06,0.0
31,0.0,9.239615998571055e-06,0.0
32,0.046130000000000004,5.165410875796965e-05,0.0
33,0.0,4.5056368010516216e-05,0.0
34,0.0,1.2437836098387027e-05,0.0
35,0.0,4.076664247944599e-06,0.0
36,0.0,2.060796780993873e-06,0.0
37,0.0,8.764453062640304e-07,0.0
38,0.0,9.077377266311158e-06,0.0
39,0.0,1.2091558056503477e-05,0.0
40,0.0,1.323478501305846e-05,0.0
41,0.0,3.1674080906419263e-06,0.0
42,0.0,1.2876799948304194e-05,0.0
43,0.0,8.043157833435279e-06,0.0
44,0.0,7.039462896495225e-06,0.0
45,0.0,4.5946785586045024e-05,0.0
46,0.0,5.534365531400655e-06,0.0
47,0.0,4.038623541663302e-06,0.0
48,0.0,8.949627374632171e-06,0.0
49,0.0,3.013520203840533e-06,0.0
50,0.0,3.4730106545700108e-06,0.0
51,0.0,4.365970643214993e-07,0.0
52,0.0,2.974463716242723e-06,0.0
53,0.0,7.722819702983357e-06,0.0
54,0.0,6.461989181901967e-06,0.0
55,0.0,1.2981309232549415e-05,0.0
56,0.0,5.0671656289241746e-06,0.0
57,0.0,3.3975360911982236e-07,0.0
58,0.815095,4.2525997739090115e-05,0.0
59,0.0,4.180538056099172e-06,0.0
60,0.0,8.856504606867492e-06,0.0
61,0.0,1.3475132956346117e-05,0.0
62,0.0,2.213184251515036e-06,0.0
63,0.0,1.4104065112431015e-05,0.0
64,0.0,1.0700548992849022e-05,0.0
65,0.0,1.1507089956517086e-05,0.0
66,0.0,3.633177700379006e-06,0.0
67,0.0,9.02646728274313e-06,0.0
68,0.0,8.934868771918396e-06,0.0
69,0.0,1.524053385253655e-06,0.0
70,0.0,1.1649076964534795e-05,0.0
71,0.0,1.3323738848506356e-05,0.0
72,0.0,9.684097645326428e-06,0.0
73,0.0,1.4035033755990501e-06,0.0
74,0.0,1.0234169736030024e-05,0.0
75,0.0,8.785262207847233e-06,0.0
76,0.0,8.890194607943522e-06,0.0
77,0.0,7.012333191252915e-06,0.0
78,0.0,1.1292272372444367e-05,0.0
79,0.0,1.1164644979295946e-05,0.0
80,0.0,5.353879351245644e-06,0.0
81,0.0,4.290578017322004e-06,0.0
82,0.0,3.4615223052006025e-06,0.0
83,0.0,2.074227750391481e-06,0.0
84,0.0,1.2729316219694189e-05,0.0
85,0.0,1.2827913692919023e-05,0.0
86,0.0,1.1960995237839687e-06,0.0
87,0.0,2.2478306314736123e-06,0.0
88,0.0,9.902060272044028e-07,0.0
89,0.0,1.768295896084951e-06,0.0
90,0.0,7.524616286204036e-07,0.0
91,0.0,1.207971830981451e-05,0.0
92,0.0,7.476523837568925e-06,0.0
93,0.0,3.087275016761245e-07,0.0
94,0.0,1.2318730949425346e-05,0.0
95,0.0,1.077760406644553e-05,0.0
96,0.0,1.3733336168511689e-05,0.0
97,0.0,5.386745931091284e-06,0.0
98,0.0,8.889316641278135e-06,0.0
99,0.0,9.726196795630657e-06,0.0
100,0.010425,4.581303767624241e-05,0.0
101,0.0,3.771556483653708e-06,0.0
102,0.0,5.835552098980869e-06,0.0
103,0.0,1.279508975580483e-06,0.0
104,0.0,9.777486544729818e-06,0.0
105,0.0,1.4023198879995766e-05,0.0
106,0.0,1.4105196985685696e-05,0.0
107,0.0,1.0385789380725807e-05,0.0
108,0.0,7.187355845338649e-06,0.0
109,0.0,1.3852585401003435e-05,0.0
110,0.0,1.3806910921973246e-05,0.0
111,0.0,1.1199073753476346e-05,0.0
112,0.0,1.2396182215765005e-05,0.0
113,0.0,9.306911505781126e-08,0.0
