timestamp,score,value,anomaly
0,0.0,-0.6724916735324002,0.0
1,0.0,-0.6512127606181856,0.0
2,0.0,-0.640059651376367,0.0
3,0.0,-0.6342976494684528,0.0
4,0.0,-0.6281730011308938,0.0
5,0.0,-0.6256616321912392,0.0
6,0.0,-0.6272366555236935,0.0
7,0.0,-0.6337397524571992,0.0
8,0.0,-0.6337397524571992,0.0
9,0.0,-0.6425940538333836,0.0
10,0.0,-0.6488035767002993,0.0
11,0.0,-0.6563580856633451,0.0
12,0.0,-0.6538151519332212,0.0
13,0.0,-0.6477572354645106,0.0
14,4.8429197,-0.6461527952061981,0.0
15,4.0361077000000005,-0.6400246727073217,0.0
16,1.6541477999999998,-0.6349530372493293,0.0
17,0.0,-0.6281167269515213,0.0
18,0.0,-0.6244555544798577,0.0
19,0.0,-0.622607843950075,0.0
20,0.0,-0.6093375413276633,0.0
21,0.0,-0.5992370532487735,0.0
22,0.0,-0.5959128274706453,0.0
23,0.0,-0.5973939744184412,0.0
24,0.0,-0.5995740199220739,0.0
25,0.0,-0.6017081278078367,0.0
26,0.0,-0.6017081278078367,0.0
27,0.0,-0.605159671547497,0.0
28,0.36110387,-0.6039244107490754,0.0
29,0.0,-0.6062563886917363,0.0
30,2.7713011,-0.6072450402141809,0.0
31,0.0,-0.6077600980945662,0.0
32,0.0,-0.6028957506293805,0.0
33,0.0,-0.5974874880394458,0.0
34,1.3828214,-0.5933856481575153,0.0
35,0.0,-0.5883910407922226,0.0
36,0.0,-0.584706521235987,0.0
37,0.0,-0.5877997909442346,0.0
38,0.0,-0.589730560026357,0.0
39,0.0,-0.5960302113824165,0.0
40,0.0,-0.5978874473258695,0.0
41,0.0,-0.5986360954892017,0.0
42,4.723072599999999,-0.5976540639028332,0.0
43,0.0,-0.59471628061273,0.0
44,0.0,-0.5943072638032217,0.0
45,0.0,-0.5913743720097338,0.0
46,0.0,-0.5880752266996637,0.0
47,0.0,-0.5861894792176221,0.0
48,0.0,-0.587489150406879,0.0
49,0.0,-0.5898763747627132,0.0
50,0.0,-0.592822985190956,0.0
51,0.0,-0.5978531434984593,0.0
52,0.0,-0.598249216994629,0.0
53,0.0,-0.5962749313591161,0.0
54,0.0,-0.5965189254635594,0.0
55,0.0,-0.5926187305076012,0.0
56,0.0,-0.5916333292498245,0.0
57,0.0,-0.5909542185351643,0.0
58,0.0,-0.5916397790828577,0.0
59,0.0,-0.589780071568604,0.0
60,0.0,-0.5880125015312607,0.0
61,0.0,-0.5935460945459534,0.0
62,0.0,-0.5987013867284735,0.0
63,0.0,-0.6020249328356198,0.0
64,0.0,-0.5974361152292709,0.0
65,0.0,-0.5963147393731434,0.0
66,0.0,-0.5924999214867804,0.0
67,0.0,-0.5861681928049051,0.0
68,0.0,-0.578904642715517,0.0
69,0.0,-0.5796201669271759,0.0
70,0.0,-0.578904642715517,0.0
71,0.0,-0.5755784519688547,0.0
72,0.0,-0.5745300336522279,0.0
73,1.1541204999999999,-0.5762031877593304,0.0
74,0.0,-0.5801148026822405,0.0
75,0.0,-0.5843243984137698,0.0
76,0.0,-0.5864937408408303,0.0
77,0.0,-0.5911086099855979,0.0
78,2.5505217,-0.5929716182320504,0.0
79,0.0,-0.5909702082515382,0.0
80,0.0,-0.5910950212182466,0.0
81,0.0,-0.5903677915501745,0.0
82,0.0,-0.5852486491128012,0.0
83,0.0,-0.583039471110533,0.0
84,0.0,-0.5819178483411847,0.0
85,0.0,-0.5826109859938028,0.0
86,0.0,-0.5849207921821236,0.0
