timestamp,score,value,anomaly
0,0.0,1.3950870177002493e-05,0.0
1,0.0,1.083288131697906e-05,0.0
2,0.0,5.396264688705124e-06,0.0
3,0.0,9.863149943932135e-06,0.0
4,0.0,1.081165055092652e-05,0.0
5,0.0,5.98705126620925e-06,0.0
6,0.0,1.0275826420678016e-05,0.0
7,0.0,1.2454686935926348e-05,0.0
8,0.0,6.865696095474091e-06,0.0
9,0.0,6.532162609809774e-07,0.0
10,0.0,3.1793768325901916e-06,0.0
11,0.0,2.492436805786003e-06,0.0
12,0.0,5.869776448964243e-06,0.0
13,0.0,6.970245532510982e-06,0.0
14,0.0,2.2466303093745427e-06,0.0
15,0.0,1.2560584314728884e-05,0.0
16,0.0,1.3385942025310686e-05,0.0
17,0.0,5.925389244728066e-06,0.0
18,0.0,5.418462060100176e-06,0.0
19,0.0,1.2474029671095236e-05,0.0
20,0.0,7.985580930208603e-06,0.0
21,0.0,1.1798424691702313e-05,0.0
22,0.0,2.4047945762772776e-06,0.0
23,0.0,1.9499350518447057e-06,0.0
24,0.0,1.2310697057286336e-05,0.0
25,0.0,6.404573515940094e-06,0.0
26,0.0,8.954569482516752e-07,0.0
27,0.0,8.379710945305282e-06,0.0
28,0.0,5.97133655871899e-06,0.0
29,0.0,9.702297846084662e-06,0.0
30,0.0,8.310179713113828e-06,0.0
31,0.0,1.3125628814896289e-05,0.0
32,0.0,7.018465236159921e-06,0.0
33,0.0,8.359866848047895e-07,0.0
34,0.046130000000000004,0.0018087219862634295,0.0
35,0.0,0.0016784297883612575,0.0
36,0.0,1.2623770136108292e-05,0.0
37,0.0,9.914383128057771e-06,0.0
38,0.0,9.416364005774606e-06,0.0
39,0.0,1.2473911463608602e-05,0.0
40,0.0,1.2073339817266832e-05,0.0
41,0.0,1.55396769092531e-08,0.0
42,0.0,1.4192885041097732e-05,0.0
43,0.0,2.564648573888984e-06,0.0
44,0.0,6.37648030067989e-06,0.0
45,0.0,5.881643876811325e-06,0.0
46,0.0,8.742702602891962e-07,0.0
47,0.0,0.001711458207206708,0.0
48,0.0,1.1341413936690507e-05,0.0
49,0.0,8.548401013347408e-06,0.0
50,0.0,6.200037124902041e-06,0.0
51,0.0,6.6653120564132945e-06,0.0
52,0.0,4.387883225369213e-07,0.0
53,0.0,5.79122022111216e-06,0.0
54,0.0,7.154345971197967e-06,0.0
55,0.0,5.919477746366838e-07,0.0
56,0.0,8.832647969289674e-06,0.0
57,0.0,1.8464593922633962e-06,0.0
58,0.0,7.807745664830434e-06,0.0
59,0.0,1.2971169973681883e-05,0.0
60,0.0,7.129522753561365e-06,0.0
61,0.0,1.1755395346106723e-05,0.0
62,0.0,9.396597488370157e-06,0.0
63,0.0,8.500910150319186e-06,0.0
64,0.0,3.740007315719925e-06,0.0
65,0.0,1.3234681243572337e-05,0.0
66,0.0,8.378711080403922e-06,0.0
67,0.0,5.457403294596622e-07,0.0
68,0.0,6.322843024206842e-06,0.0
69,0.0,3.031976472916838e-06,0.0
70,0.0,1.109945420203675e-06,0.0
71,0.0,3.587359568962018e-06,0.0
72,0.0,1.5406688839263714e-06,0.0
73,0.0,5.293260120020048e-06,0.0
74,0.0,2.1675646922090876e-06,0.0
75,0.0,3.436286605162993e-06,0.0
76,0.0,1.1407200693563576e-05,0.0
77,0.0,5.338477466824496e-06,0.0
78,0.0,1.1807128214645824e-05,0.0
79,0.0,5.990478775073561e-06,0.0
80,0.0,9.57850742442593e-06,0.0
81,0.0,1.151549033019347e-05,0.0
82,0.0,7.466984816743871e-06,0.0
83,0.0,1.0100650959814488e-05,0.0
84,0.0,8.49013886918177e-06,0.0
85,0.0,7.953559044352848e-06,0.0
86,0.0,4.825418780150676e-06,0.0
87,0.0,1.6632282385498823e-06,0.0
88,0.0,9.214271693067194e-06,0.0
89,0.0,6.4804290833887335e-06,0.0
90,0.0,7.76022107939273e-06,0.0
91,0.0,1.3136170099847659e-05,0.0
92,0.0,1.1544917639996457e-05,0.0
93,0.0,1.2034745554626337e-05,0.0
94,0.0,1.2421512274790628e-05,0.0
95,0.0,8.876761389689565e-06,0.0
96,0.010425,0.0018887785443411468,0.0
97,0.0,9.774664551471596e-06,0.0
